,URL,Unit_Name,Unit_ID,Apt_Name,No_Rooms,Bathroom,Street,Locality,Region,Longitude,Latitude,Furnished,Area,Floor,Tower,AC,Water_Heater,Dining_Set,Electricity,Bed,Access_Card,Kitchen,Fridge,Washing_Machine,TV,ATM,TV_Cable,Grocery,Internet,Swim_Pool,Laundry,Security,Basketball,Multipurpose_Room,Gym,Jogging,Tennis,Restaurant,Playground,Total_Facilities,Currency,Annual_Price,Monthly_Price,Deposit_Currency,Deposit_Charge,Service_Currency,Service_Charge
0,https://jendela360.com/sewa-apartemen-tamansari-semanggi-apartment/tssb011,Taman Sari Semanggi Apartment 1BR Tower A,tssb011,Tamansari Semanggi Apartment,1,1," Jalan Akri No.134, Kecamatan Setiabudi, Daerah Khusus Ibukota Jakarta 12930",Semanggi,Jakarta Selatan,106.819159,-6.226598,1,43.0,Lantai Rendah,Tower A,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,23,IDR,96000000,96000000,IDR,8000000,IDR,650000
1,https://jendela360.com/sewa-apartemen-puri-park-view-apartment/ppvc072,Puri Park View Apartment 2BR Semi Furnished,ppvc072,Puri Park View Apartment,2,1,"Jln Pesanggrahan No. 88, Meruya Utara, Kembangan, Jakarta Barat, Daerah Khusus Ibukota Jakarta 11620",Kebon Jeruk,Jakarta Barat,106.756061,-6.192081,0,35.0,Lantai Tengah,Tower CB,1,0,0,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1,19,IDR,30000000,30000000,IDR,5000000,IDR,500000
2,https://jendela360.com/sewa-apartemen-metro-park-residence/mprc040,Metro Park Residence 2BR Fully Furnished,mprc040,Metro Park Residence,2,1,"Jl Pilar Mas Utama Raya Kav. 28, Kebon Jeruk, Kedoya Sel., Kb. Jeruk, Kota Jakarta Barat, DKI Jakarta 11520",Kedoya,Jakarta Barat,106.757651,-6.186415,1,53.0,Lantai Rendah,Tower Milan,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1,22,IDR,70000000,70000000,IDR,5900000,IDR,880000
3,https://jendela360.com/sewa-apartemen-pondok-indah-golf-apartment/ponf003,Pondok Indah Golf Apartment 2BR View Golf Area,ponf003,Pondok Indah Golf Apartment,2,2,"Jl. Metro Kencana IV, Pondok Pinang, Kebayoran Lama, Kota Jakarta Selatan, Daerah Khusus Ibukota Jakarta, Indonesia 12310",Pondok Indah,Jakarta Selatan,106.7846,-6.272637,1,85.0,Lantai Tengah,Tower -,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,24,IDR,576000000,576000000,IDR,48000000,,
4,https://jendela360.com/sewa-apartemen-season-city-apartment/sscc039,Season City Apartment 2BR Tower C,sscc039,Season City Apartment,2,1,"JL. Latumenten Raya, No. 33, Grogol, Jakarta Barat, DKI Jakarta, Indonesia 11460",Grogol,Jakarta Barat,106.796056,-6.153652,0,48.0,Lantai Atas,Tower C,1,0,0,1,0,1,0,0,0,1,1,1,1,1,1,1,1,0,1,1,0,0,1,1,15,IDR,32000000,32000000,IDR,2700000,IDR,720000
5,https://jendela360.com/sewa-apartemen-green-pramuka-city-apartment/gprc070,Green Pramuka City Apartment 2BR Fully Furnished,gprc070,Green Pramuka City Apartment,2,1,"Jl. Jenderal Ahmad Yani Kav. 49, Rawasari, Cempaka Putih, Jakarta Pusat, Daerah Khusus Ibukota Jakarta 10570",Cempaka Putih,Jakarta Pusat,106.873191,-6.187929,1,33.0,Lantai Tengah,Tower Fagio,1,0,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,21,IDR,60000000,60000000,IDR,5000000,IDR,620000
6,https://jendela360.com/sewa-apartemen-springhill-terrace-residence/sphc011,Springhill Terrace Residence 2BR Fully Furnished,sphc011,Springhill Terrace Residence,2,1,"Jl. Benyamin Sueb Blok D7, Pademangan, Jakarta Pusat, DKI Jakarta, Indonesia 10720",Kemayoran,Jakarta Pusat,106.850107,-6.14907,1,58.0,Lantai Tengah,Tower OAKWOOD,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1,0,1,0,0,0,0,0,0,0,14,IDR,80000000,80000000,IDR,6700000,IDR,870000
7,https://jendela360.com/sewa-apartemen-kemang-village-apartment/kmvd028,Kemang Village Apartment 3BR Fully Furnished,kmvd028,Kemang Village Apartment,3,2," Jalan Pangeran Antasari No. 36, RT.14/RW.5, Bangka, Mampang Prapatan, Kota Jakarta Selatan, Daerah Khusus Ibukota Jakarta. 12150",Kemang,Jakarta Selatan,106.811453,-6.259374,1,132.0,Lantai Rendah,Tower Empire,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1,22,IDR,240000000,240000000,IDR,20000000,,
8,https://jendela360.com/sewa-apartemen-kalibata-city-apartment/klcc113,Kalibata City Apartment 2BR Tower Gaharu,klcc113,Kalibata City Apartment,2,1,"Jl. Raya Kalibata, Rawajati, Pancoran, Kota Jakarta Selatan, Daerah Khusus Ibukota Jakarta 12750",Pancoran,Jakarta Selatan,106.851836,-6.257163,1,33.0,Lantai Tengah,Tower Gaharu,1,0,1,1,1,1,1,1,0,1,1,1,1,1,0,1,1,1,1,0,1,1,1,1,20,IDR,45400000,45400000,IDR,3800000,,
9,https://jendela360.com/sewa-apartemen-green-pramuka-city-apartment/gprc064,Green Pramuka City Apartment 2BR Tower Penelope,gprc064,Green Pramuka City Apartment,2,1,"Jl. Jenderal Ahmad Yani Kav. 49, Rawasari, Cempaka Putih, Jakarta Pusat, Daerah Khusus Ibukota Jakarta 10570",Cempaka Putih,Jakarta Pusat,106.873191,-6.187929,0,33.0,Lantai Tengah,Tower Penelope,1,0,0,1,0,1,0,0,0,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,17,IDR,33000000,33000000,IDR,2700000,IDR,620000
10,https://jendela360.com/sewa-apartemen-wisma-gading-permai/wgpc004,Wisma Gading Permai 2BR View City,wgpc004,Wisma Gading Permai,2,1,"Jl. Boulevard Raya No.01-20 Klp. Gading Tim. Klp. Gading Kota Jkt Utara, Daerah Khusus Ibukota Jakarta 14240",Kelapa Gading,Jakarta Utara,106.900954,-6.168483,1,46.0,Lantai Rendah,Tower a,1,0,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,0,0,1,1,19,IDR,34000000,4500000,IDR,4500000,,
11,https://jendela360.com/sewa-apartemen-sunter-park-view-apartment/spva028,Sunter Park View Apartment Studio Tower AC,spva028,Sunter Park View Apartment,0,1,"Jl. Laksamana Yos Sudarso Kav. 30A, Sunter Jaya, Tanjung Priok, Kota Jakarta Utara, Daerah Khusus Ibukota Jakarta 14360",Sunter,Jakarta Utara,106.88373,-6.157527,1,22.0,Lantai Atas,Tower AC,1,0,0,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1,19,IDR,24000000,24000000,IDR,2500000,IDR,290000
12,https://jendela360.com/sewa-apartemen-casablanca-east-residence/cerc004,Casablanca East Residence 2BR Non Furnished,cerc004,Casablanca East Residence,2,1,"Jl. Pahlawan Revolusi No. 2, RT.1/RW.2, Pondok Bambu, Duren Sawit, Jakarta Timur, DKIJakarta, Indonesia 13430",Pondok Bambu,Jakarta Timur,106.89933,-6.224079,0,50.0,Lantai Rendah,Tower Cassablanca,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,13,IDR,35000000,35000000,IDR,3000000,,
13,https://jendela360.com/sewa-apartemen-taman-rasuna-apartment/tarc008,Taman Rasuna Apartment 2BR Tower 12,tarc008,Taman Rasuna Apartment,2,1,"Jl HR Rasuna Said, RT. 16 / RW. 1, Karet, Setiabudi, Menteng Atas, Kecamatan Setiabudi, Kota Jakarta Selatan, Daerah Khusus Ibukota Jakarta 12920",Kuningan,Jakarta Selatan,106.83676,-6.218768,1,76.0,Lantai Atas,Tower 12,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,24,IDR,85200000,NA,IDR,7100000,,
14,https://jendela360.com/sewa-apartemen-vittoria-residence/vtrc002,Vittoria Residence 2BR Tower B,vtrc002,Vittoria Residence,2,1,"Jl. Daan Mogot Km. 13, Cengkareng Timur, Cengkareng, Jakarta Barat, DKI Jakarta, Indonesia 11730",Daan Mogot,Jakarta Barat,106.7354,-6.1557,0,42.0,Lantai Tengah,Tower B,1,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,IDR,35000000,35000000,IDR,3700000,,
15,https://jendela360.com/sewa-apartemen-lavenue-apartment/lvnb010,Lavenue Apartment 1BR Fully Furnished,lvnb010,Lavenue Apartment,1,1," Jl. Raya Pasar Minggu No.15, RT.7/RW.9, Pancoran, Kota Jakarta Selatan, Daerah Khusus Ibukota Jakarta 12780",Pancoran,Jakarta Selatan,106.842971,-6.24805,1,65.0,Lantai Tengah,Tower North,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1,21,IDR,120000000,120000000,IDR,10000000,,
16,https://jendela360.com/sewa-apartemen-puri-park-view-apartment/ppvc042,Puri Park View Apartment 2BR View City,ppvc042,Puri Park View Apartment,2,1,"Jln Pesanggrahan No. 88, Meruya Utara, Kembangan, Jakarta Barat, Daerah Khusus Ibukota Jakarta 11620",Kebon Jeruk,Jakarta Barat,106.756061,-6.192081,1,35.0,Lantai Tengah,Tower E,1,0,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1,20,IDR,48000000,48000000,IDR,5000000,IDR,500000
17,https://jendela360.com/sewa-apartemen-pakubuwono-terrace/pkta051,Pakubuwono Terrace Studio Fully Furnished,pkta051,Pakubuwono Terrace,0,1,"Jl. Ciledug Raya No.99, RT.2/RW.5, Cipulir, Kby. Lama, Kota Jakarta Selatan, Daerah Khusus Ibukota Jakarta 12230",Kebayoran Lama,Jakarta Selatan,106.769194,-6.237472,1,23.0,Lantai Atas,Tower North,1,1,0,1,1,1,1,0,0,1,1,1,1,1,1,1,1,0,1,1,0,0,1,1,18,IDR,43500000,3650000,IDR,3900000,,
18,https://jendela360.com/sewa-apartemen-belmont-residence/blma013,Belmont Residence Studio View City,blma013,Belmont Residence,0,1,"Jalan Lapangan Bola, Meruya Ilir, Jakarta Barat, Daerah Khusus Ibukota Jakarta",Kebon Jeruk,Jakarta Barat,106.762396,-6.200106,1,22.0,Lantai Tengah,Tower MontBlanc,1,0,0,1,1,1,1,1,0,1,0,1,0,1,1,1,1,0,1,1,1,0,0,0,15,IDR,38000000,38000000,IDR,3000000,IDR,300000
19,https://jendela360.com/sewa-apartemen-hamptons-park-apartment/htpb008,Hamptons Park Apartment 1BR Fully Furnished,htpb008,Hamptons Park Apartment,1,1," Jalan Terogong Raya No.18, Cilandak Barat, Cilandak, RT.3/RW.10, Cilandak Bar., Cilandak, Kota Jakarta Selatan, Daerah Khusus Ibukota Jakarta 12430",Pondok Indah,Jakarta Selatan,106.791409,-6.282965,1,56.0,Lantai Atas,Tower A,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,24,IDR,150000000,150000000,IDR,12500000,,
20,https://jendela360.com/sewa-apartemen-taman-melati-margonda-apartment/tmma001,Taman Melati Margonda Apartment Studio Tower A,tmma001,Taman Melati Margonda Apartment,0,1,"Jalan Margonda Raya kav 525, Pondok Cina, Beji, Depok, Jawa Barat 16424",Margonda,Depok,106.832472,-6.360354,1,23.0,Lantai Atas,Tower A,1,0,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,0,0,0,0,0,0,0,14,IDR,36000000,36000000,IDR,3000000,,
21,https://jendela360.com/sewa-apartemen-taman-anggrek-residence/trsd019,Taman Anggrek Residence 3BR Fully Furnished,trsd019,Taman Anggrek Residence,3,2,"Jl. Tj. Duren Timur 2, RT.12/RW.1, Tj. Duren Sel., Grogol petamburan, Kota Jakarta Barat, Daerah Khusus Ibukota Jakarta 11470",Tanjung Duren,Jakarta Barat,106.7917,-6.1792,1,65.0,Lantai Atas,Tower Calypso,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1,0,0,0,0,1,1,1,0,1,15,IDR,137000000,137000000,IDR,11500000,IDR,1630000
22,https://jendela360.com/sewa-apartemen-thamrin-residence-apartment/thrb014,Thamrin Residence Apartment 1BR Fully Furnished,thrb014,Thamrin Residence Apartment,1,1,"Jl. Kebon Kacang Raya, RT. 3/8, Kebon Melati, Tanah Abang, Kb. Melati, Tanah Abang, Kota Jakarta Pusat, Daerah Khusus Ibukota Jakarta 10230",Thamrin,Jakarta Pusat,106.816842,-6.197352,1,39.0,Lantai Atas,Tower B,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,23,IDR,84000000,84000000,IDR,7000000,,
23,https://jendela360.com/sewa-apartemen-signature-park-apartment/sipa003,Signature Park Apartment Studio Fully Furnished,sipa003,Signature Park Apartment,0,1,"Jl. MT. Haryono No.22, Tebet, Kota Jakarta Selatan, Daerah Khusus Ibukota Jakarta 12820",Tebet,Jakarta Selatan,106.854417,-6.242631,1,23.0,Lantai Tengah,Tower TA,1,0,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,21,IDR,60000000,60000000,IDR,5000000,IDR,370000
24,https://jendela360.com/sewa-apartemen-puri-orchard-apartment/puca094,Puri Orchard Apartment Studio View Swimming Pool,puca094,Puri Orchard Apartment,0,1,"Jl. Raya Adicipta Kav. 8 Lingkar Luar Barat, Rawa Buaya, Cengkareng, Kota Jakarta Barat, Daerah Khusus Ibukota Jakarta 11740.",Cengkareng,Jakarta Barat,106.729326,-6.166036,1,26.0,Lantai Atas,Tower Cedar Heights,1,0,0,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,19,IDR,46000000,46000000,IDR,3900000,IDR,390000
25,https://jendela360.com/sewa-apartemen-patria-park-apartment/ptpd003,Patria Park Apartment 3+1BR View City,ptpd003,Patria Park Apartment,3,2,"Jl. DI. Panjaitan Kav 5-7, Rawa Bunga, Jatinegara, Jakarta Timur, DKI Jakarta, Indonesia 13350",Cawang,Jakarta Timur,106.87616,-6.24354,1,82.0,Lantai Atas,Tower -,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1,21,IDR,96000000,96000000,IDR,8400000,,
26,https://jendela360.com/sewa-apartemen-the-mansion-kemayoran-bougenville/tmbb123,The Mansion Kemayoran Bougenville 1BR Tower Fontana,tmbb123,The Mansion Kemayoran Bougenville,1,1,"Jl. Trembesi, Kemayoran, Pademangan Tim., Pademangan, Kota Jakarta Pusat, Daerah Khusus Ibukota Jakarta 14410",Kemayoran,Jakarta Pusat,106.85716,-6.14607,0,30.0,Lantai Atas,Tower Fontana,1,0,0,0,0,1,1,0,0,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1,16,IDR,45000000,45000000,IDR,3800000,IDR,600000
27,https://jendela360.com/sewa-apartemen-mediterania-palace-kemayoran/mpkc006,Mediterania Palace Kemayoran 2BR Fully Furnished,mpkc006,Mediterania Palace Kemayoran,2,1,"Jl. Landas Pacu Selatan Blok A-1 Kav. 2, Kemayoran, Jakarta Pusat, DKI Jakarta, Indonesia 10630",Kemayoran,Jakarta Pusat,106.85277,-6.154767,1,37.0,Lantai Rendah,Tower B,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,0,0,1,1,20,IDR,68400000,68400000,IDR,5700000,IDR,600000
28,https://jendela360.com/sewa-apartemen-bassura-city-apartment/bsca077,Bassura City Apartment Studio View Pool,bsca077,Bassura City Apartment,0,1,"Jl.Cipinang Jaya DD RT.03/08 NO.39, Cipinang Besar Selatan, Jatinegara, Cipinang Besar Sel., Jatinegara, Kota Jakarta Timur, Daerah Khusus Ibukota Jakarta 13410",Cipinang,Jakarta Timur,106.879075,-6.225031,1,20.0,Lantai Tengah,Tower H,1,0,0,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,0,0,1,1,18,IDR,37000000,3100000,IDR,3300000,,
29,https://jendela360.com/sewa-apartemen-branz-bsd-apartment/brzb010,Branz BSD Apartment 1BR Tower West,brzb010,Branz BSD Apartment,1,1,"Jl. BSD Boulevard, Parcel 55-F, Grand CBD BSD City, Tangerang, Banten, Indonesia 15339",BSD City,Tangerang,106.6423,-6.3002,1,43.0,Lantai Rendah,Tower West,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,1,0,1,0,6,IDR,80000000,80000000,IDR,7500000,,
30,https://jendela360.com/sewa-apartemen-taman-anggrek-residence/trsc104,Taman Anggrek Residence 2BR Fully Furnished,trsc104,Taman Anggrek Residence,2,3,"Jl. Tj. Duren Timur 2, RT.12/RW.1, Tj. Duren Sel., Grogol petamburan, Kota Jakarta Barat, Daerah Khusus Ibukota Jakarta 11470",Tanjung Duren,Jakarta Barat,106.7917,-6.1792,1,99.0,Lantai Tengah,Tower Beech,1,1,1,1,1,1,1,1,0,1,0,0,0,0,1,0,0,0,0,1,1,1,0,1,14,IDR,135000000,11250000,IDR,11900000,IDR,2480000
31,https://jendela360.com/sewa-apartemen-la-maison-barito-apartment/lmbd001,La Maison Barito Apartment 3BR Tower A,lmbd001,La Maison Barito Apartment,3,2,"Jalan Barito II No. 56, Kramat Pela, Kebayoran Baru, Jakarta Selatan , Daerah Khusus Ibukota Jakarta, Indonesia 12130",Kebayoran Baru,Jakarta Selatan,106.7944,-6.2463,1,169.0,Lantai Atas,Tower A,1,1,1,1,1,1,1,1,1,1,0,0,0,1,1,0,1,0,1,1,0,1,0,0,16,IDR,508900000,42450000,IDR,44600000,,
32,https://jendela360.com/sewa-apartemen-the-mansion-kemayoran-jasmine/tmjc091,The Mansion Kemayoran Jasmine 2BR Non Furnished,tmjc091,The Mansion Kemayoran Jasmine,2,1," Jl. Trembesi, Pademangan Tim., Pademangan, Kota Jkt Utara, DKI Jakarta 14410",Kemayoran,Jakarta Pusat,106.854936,-6.147823,0,49.0,Lantai Atas,Tower Bellavista,1,0,0,1,0,1,1,0,0,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1,17,IDR,60000000,60000000,IDR,5000000,IDR,980000
33,https://jendela360.com/sewa-apartemen-sentra-timur-residence/strb002,Sentra Timur Residence 1BR Tower abu abu,strb002,Sentra Timur Residence,1,1,"Jl. Sentra Primer Timur, Cakung, Jakarta Timur, DKI Jakarta, Indonesia 13950",Cakung,Jakarta Timur,106.948933,-6.203631,1,30.0,Lantai Rendah,Tower abu abu,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0,1,1,1,1,1,0,1,1,21,IDR,36000000,36000000,IDR,3000000,IDR,360000
34,https://jendela360.com/sewa-apartemen-city-resort-apartment/crac002,City Resort Apartment 2BR Fully Furnished,crac002,City Resort Apartment,2,1,"The City Resort Residence Rukan Miami Blok C No.8 Cengkareng, Jakarta, RT.7/RW.14, Cengkareng Timur, Kota Jakarta Barat, Daerah Khusus Ibukota Jakarta 11730",Cengkareng,Jakarta Barat,106.731913,-6.13626,1,42.0,Lantai Rendah,Tower Orchid,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,22,IDR,33000000,33000000,IDR,3400000,,
35,https://jendela360.com/sewa-apartemen-kuningan-city-denpasar-residence/kucc021,Kuningan City (Denpasar Residence) 2BR View City,kucc021,Kuningan City (Denpasar Residence),2,2,"Jl. Prof. Dr. Satrio Kav. 18, Setiabudi, Kuningan, Karet Kuningan, Setiabudi, Jakarta Selatan",Kuningan,Jakarta Selatan,106.829196,-6.224797,1,90.0,Lantai Atas,Tower Kintamani,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,24,IDR,204000000,204000000,IDR,17000000,,
36,https://jendela360.com/sewa-apartemen-puri-mansion/pumc010,Puri Mansion  2BR Non Furnished,pumc010,Puri Mansion ,2,1,"Jalan Lingkar Luar, RT.2/RW.1, Kembangan Selatan, RT.2/RW.1, Kembangan Sel., Kembangan, Kota Jakarta Barat, Daerah Khusus Ibukota Jakarta 11610",Puri Indah,Jakarta Barat,106.728591,-6.182729,0,49.0,Lantai Atas,Tower Amaytis,1,1,0,1,1,1,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,10,IDR,70000000,70000000,IDR,5900000,IDR,1380000
37,https://jendela360.com/sewa-apartemen-taman-anggrek-residence/trsc130,Taman Anggrek Residences 2BR Semi Furnished Calypso,trsc130,Taman Anggrek Residence,2,1,"Jl. Tj. Duren Timur 2, RT.12/RW.1, Tj. Duren Sel., Grogol petamburan, Kota Jakarta Barat, Daerah Khusus Ibukota Jakarta 11470",Tanjung Duren,Jakarta Barat,106.7917,-6.1792,0,50.0,Lantai Tengah,Tower Calypso,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,0,1,7,IDR,60000000,NA,IDR,5000000,IDR,1250000
38,https://jendela360.com/sewa-apartemen-taman-anggrek-condominium-apartment/taad011,Taman Anggrek Condominium Apartment 3BR Semi Furnished,taad011,Taman Anggrek Condominium Apartment,3,2,"Tanjung Duren Selatan, Grogol petamburan, Tj. Duren Sel., Grogol petamburan, Jakarta Barat",Tanjung Duren,Jakarta Barat,106.793302,-6.177578,0,146.0,Lantai Atas,Tower 8,1,1,0,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,22,IDR,180000000,180000000,IDR,15000000,IDR,2630000
39,https://jendela360.com/sewa-apartemen-the-mansion-kemayoran-bougenville/tmbb180,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR
40,https://jendela360.com/sewa-apartemen-taman-anggrek-residence/trsc021,Taman Anggrek Residence 2BR Tower Beech,trsc021,Taman Anggrek Residence,2,2,"Jl. Tj. Duren Timur 2, RT.12/RW.1, Tj. Duren Sel., Grogol petamburan, Kota Jakarta Barat, Daerah Khusus Ibukota Jakarta 11470",Tanjung Duren,Jakarta Barat,106.7917,-6.1792,1,99.0,Lantai Atas,Tower Beech,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1,0,0,0,0,1,1,1,0,1,15,IDR,240000000,240000000,IDR,20000000,IDR,2480000
41,https://jendela360.com/sewa-apartemen-soho-pancoran-apartment/spcd001,Soho Pancoran Apartment 3BR View South,spcd001,Soho Pancoran Apartment,3,2,"Jl. Let. Jend. MT. Haryono Kav. 2-3, RT.1/RW.6, Tebet Bar., Tebet, Kota Jakarta Selatan, Daerah Khusus Ibukota Jakarta 12810",Pancoran,Jakarta Selatan,106.845254,-6.242801,1,132.0,Lantai Tengah,Tower Esplendor,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1,20,IDR,210000000,210000000,IDR,17500000,,
42,https://jendela360.com/sewa-apartemen-mediterania-garden-residence-2/mg2c054,Mediterania Garden Residence 2 2BR Fully Furnished,mg2c054,Mediterania Garden Residence 2,2,1,"RT.12/RW.6, South Tanjung Duren, Grogol petamburan, West Jakarta City",Tanjung Duren,Jakarta Barat,106.788166,-6.175894,1,42.0,Lantai Atas,Tower H,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,24,IDR,55000000,55000000,IDR,5000000,IDR,760000
43,https://jendela360.com/sewa-apartemen-soho-pancoran-apartment/spcc002,Soho Pancoran Apartment 2BR View City,spcc002,Soho Pancoran Apartment,2,2,"Jl. Let. Jend. MT. Haryono Kav. 2-3, RT.1/RW.6, Tebet Bar., Tebet, Kota Jakarta Selatan, Daerah Khusus Ibukota Jakarta 12810",Pancoran,Jakarta Selatan,106.845254,-6.242801,0,97.0,Lantai Atas,Tower 1,1,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1,14,IDR,336000000,336000000,IDR,28000000,,
44,https://jendela360.com/sewa-apartemen-puri-park-view-apartment/ppvc099,Puri Park View Apartment 2BR Fully Furnished,ppvc099,Puri Park View Apartment,2,1,"Jln Pesanggrahan No. 88, Meruya Utara, Kembangan, Jakarta Barat, Daerah Khusus Ibukota Jakarta 11620",Kebon Jeruk,Jakarta Barat,106.756061,-6.192081,1,35.0,Lantai Rendah,Tower B,1,0,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1,20,IDR,39000000,39000000,IDR,5000000,IDR,500000
45,https://jendela360.com/sewa-apartemen-menteng-square-apartment/mesc004,Menteng Square Apartment 2BR View City,mesc004,Menteng Square Apartment,2,1," Jln. Matraman No. 30E, Kenari, Senen, Kota Jakarta Pusat, Daerah Khusus Ibukota Jakarta. 13120",Menteng,Jakarta Pusat,106.851858,-6.200232,1,30.0,Lantai Rendah,Tower C,1,0,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1,20,IDR,44000000,44000000,IDR,3700000,,
46,https://jendela360.com/sewa-apartemen-kota-ayodhya-apartment/adyc008,Kota Ayodhya Apartment 2BR Tower Indigo,adyc008,Kota Ayodhya Apartment,2,1,"Jl. M. H. Thamrin Blok P8 No.3, Cikokol, Kec. Tangerang, Kota Tangerang, Banten 15117",Cikokol,Tangerang,106.629106,-6.199893,1,41.0,Lantai Rendah,Tower Indigo,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1,21,IDR,35000000,35000000,IDR,3400000,,
47,https://jendela360.com/sewa-apartemen-puri-orchard-apartment/puca018,Puri Orchard Apartment Studio Tower Orange Groove,puca018,Puri Orchard Apartment,0,1,"Jl. Raya Adicipta Kav. 8 Lingkar Luar Barat, Rawa Buaya, Cengkareng, Kota Jakarta Barat, Daerah Khusus Ibukota Jakarta 11740.",Cengkareng,Jakarta Barat,106.729326,-6.166036,0,26.0,Lantai Atas,Tower Orange Groove,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,20,IDR,41000000,41000000,IDR,3900000,IDR,390000
48,https://jendela360.com/sewa-apartemen-kebagusan-city-apartment/kgca019,Kebagusan City Apartment Studio View City & Pool,kgca019,Kebagusan City Apartment,0,1," Jalan Baung Raya No. 5, RT. 01/03, Kebagusan, Pasar Minggu, Kebagusan, Ps. Minggu, Kota Jakarta Selatan, Daerah Khusus Ibukota Jakarta 12520",Kebagusan,Jakarta Selatan,106.835418,-6.307531,0,27.0,Lantai Atas,Tower B,1,0,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,21,IDR,36000000,36000000,IDR,3400000,IDR,340000
49,https://jendela360.com/sewa-apartemen-elpis-residence-apartment/epsc016,Elpis Residences Apartment 2BR View city,epsc016,Elpis Residence Apartment,2,1,"Jl. Gunung Sahari XVII No.6, RT.18/RW.3, Gn. Sahari Utara, Sawah Besar, Kota Jakarta Pusat, Daerah Khusus Ibukota Jakarta 10720",Gunung Sahari,Jakarta Pusat,106.836638,-6.148474,0,42.0,Lantai Rendah,Tower C,0,0,0,1,0,1,1,0,0,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1,16,IDR,40000000,40000000,IDR,3400000,,
