,URL,Unit_ID,No_Rooms,Bathroom,Locality,Region,Longitude,Latitude,Furnished,Area,AC,Water_Heater,Dining_Set,Electricity,Bed,Access_Card,Kitchen,Fridge,Washing_Machine,TV,ATM,TV_Cable,Grocery,Internet,Swim_Pool,Laundry,Security,Basketball,Multipurpose_Room,Gym,Jogging,Tennis,Restaurant,Playground,Total_Facilities,AnnualPrice,FurnishedNew
1404,https://jendela360.com/sewa-apartemen-menteng-park/mepa017,mepa017,0,1,Menteng,Jakarta Pusat,106.838463,-6.191791,1,28,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1,21,108000000,Full
1405,https://jendela360.com/sewa-apartemen-sahid-sudirman-residence/ssrd002,ssrd002,3,2,Sudirman,Jakarta Pusat,106.819529,-6.209877,1,110,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,24,275400000,Full
1406,https://jendela360.com/sewa-apartemen-the-wave-apartment/twfb016,twfb016,1,1,Kuningan,Jakarta Selatan,106.836847,-6.213647,1,47,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,0,1,1,0,1,1,20,55000000,Full
1407,https://jendela360.com/sewa-apartemen-tree-park-city/tpcb002,tpcb002,1,1,Cikokol,Tangerang,106.6285,-6.2144,1,65,1,1,1,1,1,1,1,1,0,1,0,0,1,0,1,0,1,0,0,0,0,0,1,0,13,110000000,Full
1408,https://jendela360.com/sewa-apartemen-taman-anggrek-residence/trsa110,trsa110,0,1,Tanjung Duren,Jakarta Barat,106.7917,-6.1792,1,26,1,1,1,1,1,1,1,0,0,1,0,0,0,0,1,0,0,0,0,1,1,1,0,1,13,48000000,Full
1409,https://jendela360.com/sewa-apartemen-kebagusan-city-apartment/kgca010,kgca010,0,1,Kebagusan,Jakarta Selatan,106.835418,-6.307531,1,22,1,0,0,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,21,42000000,Full
1410,https://jendela360.com/sewa-apartemen-season-city-apartment/sscc031,sscc031,2,1,Grogol,Jakarta Barat,106.796056,-6.153652,1,48,1,0,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,0,0,1,1,19,48000000,Full
1411,https://jendela360.com/sewa-apartemen-puri-orchard-apartment/pucb134,pucb134,1,1,Cengkareng,Jakarta Barat,106.729326,-6.166036,0,35,1,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,14,35000000,Non
1412,https://jendela360.com/sewa-apartemen-bintaro-park-view/bpva010,bpva010,0,1,Bintaro,Jakarta Selatan,106.759213,-6.258118,1,22,1,0,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1,20,48000000,Full
1413,https://jendela360.com/sewa-apartemen-lavenue-apartment/lvnc002,lvnc002,2,2,Pancoran,Jakarta Selatan,106.842971,-6.24805,1,104,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1,22,216000000,Full
