,RFR_RMSE,RFR_R2,XGB_RMSE,XGB_R2,LGB_RMSE,LGB_R2,AVG1_RMSE,AVG1_R2,AVG2_RMSE,AVG2_R2
23,29515750.169456176,0.865029341755491,31276407.159899272,0.8484466882837386,29017614.80256392,0.869546679717423,29224763.829434272,0.8676774885707352,29611431.237834617,0.8641528559094924
24,28636516.780662663,0.909431983400389,32019171.730201557,0.8867717848468756,29039908.665350936,0.9068624162694131,29250611.408348825,0.9055059700039778,30109750.69059366,0.8998735557001022
25,30908644.399885274,0.8883670811285082,31461379.027958605,0.8843387520172141,28540432.599800445,0.9048182977587215,29304865.906105597,0.8996512790766507,29431512.396329336,0.8987820531189006
26,33673114.909739986,0.8723282622747598,32698574.39792863,0.8796112730730694,31678324.551911827,0.8870067259730845,31899315.482927695,0.885424723932035,31766182.525113124,0.8863790964088887
27,28706484.271849155,0.895351438440145,28923553.89446628,0.8937628141175838,27589584.829451136,0.9033362632927429,27508149.903112035,0.9039060570684128,27608540.799041044,0.9032033881992892
28,29649204.75729277,0.8929938429960882,29729132.850075886,0.892416132639382,28861766.783373594,0.8986022087993383,28302694.28730359,0.9024924534065845,28606315.89422999,0.9003891768799808
29,29991466.224429537,0.8905583648233519,30259975.777013145,0.8885899602592486,28994422.933153704,0.8977140186635184,28893011.938360646,0.8984282789858254,29119405.356309403,0.8968302967924251
30,30210909.92127059,0.895505990775135,29769147.072934274,0.8985396014518535,29069302.29173831,0.9032540047042591,28774725.769363947,0.9052048392586876,28825075.027274653,0.9048728088683514
31,31646810.592427157,0.885696177775078,31399724.639798634,0.887474089269186,31366721.09547775,0.887710511862253,30606663.873603046,0.8930864265147322,30821715.369969856,0.8915787353731524
32,30067025.90668245,0.8879010506461652,27845244.12331735,0.903855895625674,28316527.510410495,0.9005738582018208,27916611.295203406,0.9033624306861434,27575815.41154382,0.9057074620530465
33,30838991.09226948,0.8963683005831347,31632516.461304236,0.8909665428900082,30675339.195721336,0.8974652576740346,30267435.55312579,0.900174027509451,30621993.35177514,0.8978215729674204
34,27543773.20821004,0.8992528251662513,28136593.724746574,0.894869422949608,27304264.79326694,0.9009973127481966,26771557.511781003,0.9048227208582149,27264254.385396283,0.9012872480892865
35,31235343.651940856,0.8929562451356505,30792998.066895403,0.8959666203234231,29598117.686513152,0.9038837223490088,29685687.40071229,0.9033141370639562,29572383.55368665,0.9040507866063475
36,34889997.786353245,0.8693138069548891,35392399.521098435,0.8655230536684982,33381700.840637065,0.880368721330448,33757469.32401191,0.8776602506154952,33889811.33820705,0.8766991343956775
